date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:09:31	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Feb%202021%2009:09:31%20GMT	http://localhost/robots.txt		(from )
10:09:32	71508/71508	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2009:09:31%20GMT	http://localhost/wordpress/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/index.html	(from )
10:09:32	18129/18129	---M-Z	200	added ('OK')	text/css	etag:%2246d1-5bb707133d1a6-gzip%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-72.css?ver=1613466493	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/wp-content/uploads/elementor/css/post-72e895.css	(from http://localhost/wordpress/)
10:09:32	12994/12994	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%228b39d7b82e751e60693a0f25932d43a4-gzip%22	http://localhost/wordpress/feed/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/feed/index.html	(from http://localhost/wordpress/)
10:09:32	1642/1642	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%220d2c95f455c9cf15c997c61621975ca5-gzip%22	http://localhost/wordpress/comments/feed/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/comments/feed/index.html	(from http://localhost/wordpress/)
10:09:32	51433/51433	U--M-Z	200	updated ('OK')	text/css	etag:%22c8e9-5b5662b38fd00-gzip%22	http://localhost/wordpress/wp-includes/css/dist/block-library/style.min.css?ver=5.6.1	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/wp-includes/css/dist/block-library/style.mind96d.css	(from http://localhost/wordpress/)
10:09:32	86340/86340	---M--	200	added ('OK')	image/jpeg	etag:%2215144-5bb69acd75b9c%22	http://localhost/wordpress/wp-content/uploads/2021/02/SGCJSE5LL321EAGM.jpg	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/wp-content/uploads/2021/02/SGCJSE5LL321EAGM.jpg	(from http://localhost/wordpress/)
10:09:33	1920/1920	U--M-Z	200	updated ('OK')	text/css	etag:%22780-5b3d9005e2bc0-gzip%22	http://localhost/wordpress/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/wp-content/plugins/contact-form-7/includes/css/stylesde54.css	(from http://localhost/wordpress/)
10:09:33	2297/2297	U--M-Z	200	updated ('OK')	text/css	etag:%228f9-5b18d23a3dd80-gzip%22	http://localhost/wordpress/wp-includes/css/dist/block-library/theme.min.css?ver=5.6.1	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/wp-includes/css/dist/block-library/theme.mind96d.css	(from http://localhost/wordpress/)
10:09:33	128983/128983	U--M-Z	200	updated ('OK')	text/css	etag:%221f7d7-5b6818b8f1600-gzip%22	http://localhost/wordpress/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.8	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/Test.com/pain2d/localhost/wordpress/wp-content/plugins/google-language-translator/css/styled42d.css	(from http://localhost/wordpress/)
