date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:29:19	196/196	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Feb%202021%2022:29:19%20GMT	http://localhost/robots.txt		(from )
23:29:20	73543/73543	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Feb%202021%2022:29:19%20GMT	http://localhost/wordpress/	C:/My%20Web%20Sites/pain2d/localhost/wordpress/index.html	(from )
23:29:20	51433/51433	---M-Z	200	added ('OK')	text/css	etag:%22c8e9-5b5662b38fd00-gzip%22	http://localhost/wordpress/wp-includes/css/dist/block-library/style.min.css?ver=5.6.1	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-includes/css/dist/block-library/style.mind96d.css	(from http://localhost/wordpress/)
23:29:20	2297/2297	---M-Z	200	added ('OK')	text/css	etag:%228f9-5b18d23a3dd80-gzip%22	http://localhost/wordpress/wp-includes/css/dist/block-library/theme.min.css?ver=5.6.1	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-includes/css/dist/block-library/theme.mind96d.css	(from http://localhost/wordpress/)
23:29:20	12994/12994	---M-Z	200	added ('OK')	application/rss+xml	etag:%227cd5ed49b9ba82a5f7b4ddfd604fb2cb-gzip%22	http://localhost/wordpress/feed/	C:/My%20Web%20Sites/pain2d/localhost/wordpress/feed/index.html	(from http://localhost/wordpress/)
23:29:20	1920/1920	---M-Z	200	added ('OK')	text/css	etag:%22780-5b3d9005e2bc0-gzip%22	http://localhost/wordpress/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/plugins/contact-form-7/includes/css/stylesde54.css	(from http://localhost/wordpress/)
23:29:21	128983/128983	---M-Z	200	added ('OK')	text/css	etag:%221f7d7-5b6818b8f1600-gzip%22	http://localhost/wordpress/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.8	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/plugins/google-language-translator/css/styled42d.css	(from http://localhost/wordpress/)
23:29:21	5732/5732	---M-Z	200	added ('OK')	text/css	etag:%221664-5b6818b8f1600-gzip%22	http://localhost/wordpress/wp-content/plugins/google-language-translator/css/toolbar.css?ver=6.0.8	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/plugins/google-language-translator/css/toolbard42d.css	(from http://localhost/wordpress/)
23:29:21	1642/1642	---M-Z	200	added ('OK')	application/rss+xml	etag:%220d2c95f455c9cf15c997c61621975ca5-gzip%22	http://localhost/wordpress/comments/feed/	C:/My%20Web%20Sites/pain2d/localhost/wordpress/comments/feed/index.html	(from http://localhost/wordpress/)
23:29:21	68/68	---M--	200	added ('OK')	text/css	etag:%2244-5b9549c2adf00%22	http://localhost/wordpress/wp-content/plugins/svg-support/css/svgs-attachment.css?ver=5.6.1	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/plugins/svg-support/css/svgs-attachmentd96d.css	(from http://localhost/wordpress/)
23:29:21	1729/1729	---M-Z	200	added ('OK')	text/css	etag:%226c1-5b462c31ff740-gzip%22	http://localhost/wordpress/wp-content/plugins/team-free/deprecated/assets/css/slick.css?ver=20170420	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/plugins/team-free/deprecated/assets/css/slickdade.css	(from http://localhost/wordpress/)
23:29:22	29062/29062	---M-Z	200	added ('OK')	text/css	etag:%227186-5b462c31ff740-gzip%22	http://localhost/wordpress/wp-content/plugins/team-free/deprecated/assets/css/font-awesome.min.css?ver=20170420	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/plugins/team-free/deprecated/assets/css/font-awesome.mindade.css	(from http://localhost/wordpress/)
23:29:22	3416/3416	---M-Z	200	added ('OK')	text/css	etag:%22d58-5b462c31ff740-gzip%22	http://localhost/wordpress/wp-content/plugins/team-free/deprecated/assets/css/style.css?ver=20170420	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/plugins/team-free/deprecated/assets/css/styledade.css	(from http://localhost/wordpress/)
23:29:22	12641/12641	---M-Z	200	added ('OK')	text/css	etag:%223161-5b462c32f3980-gzip%22	http://localhost/wordpress/wp-content/plugins/team-free/public/css/public.min.css?ver=2.0.7	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/plugins/team-free/public/css/public.min5d0a.css	(from http://localhost/wordpress/)
23:29:22	0/0	---M--	200	added ('OK')	text/css	etag:%220-5b8e32c4ec500%22	http://localhost/wordpress/wp-content/uploads/useanyfont/uaf.css?ver=1610660724	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/uploads/useanyfont/uafa69f.css	(from http://localhost/wordpress/)
23:29:23	56842/56842	---M-Z	200	added ('OK')	text/css	etag:%22de0a-5b3d8da941940-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2	C:/My%20Web%20Sites/pain2d/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.minaec5.css	(from http://localhost/wordpress/)
